"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Lesotho","LSO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","37.94","","27.27","","","","","","","","","35.46","","","","","24.58","","","","","","16.88","","","",
"Late-demographic dividend","LTE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99346080215483","2.85916578706859","3.35246272873973","3.74532219583327","3.91468548468153","4.48864684625691","4.53337239567443","4.8238457809629","5.07881994039847","5.36203626842083","4.72070681712947","5.33132654086787","5.62342147969431","5.7155143459659","5.52802305959135","5.55256634509706","5.21443795329376","4.90811275576033","5.05424356079185","5.34231894454521","4.6956890153299","4.85538166348946","4.74988636367392","4.6825911526268","4.62281912575686","","","4.88985644240746","5.43085442306805","5.57411193644653","6.2468403480418","5.87652820400929","",
"Lithuania","LTU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.33","17.54","16.4","14.13","13.71","13.39","15.93","16.84","13.01","12.87","10.68","8.32","5.78","4.25","5.83","13.79","17.81","15.39","13.36","11.77","10.7","9.12","7.86","7.07","6.15","6.26","8.49","7.11","5.96",
"Luxembourg","LUX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.2","2.63","2.96","2.63","2.47","2","1.59","1.61","1.48","2.03","2.33","3.48","2.92","3.29","2.53","2.76","2.39","2.35","1.81","2.62","3.68","5.11","4.49","4.73","4.07","5.06","5.12","4.36","4.9","5.14","5.85","5.85","6.67","6.29","5.52","5.59","5.59","6.77","5.25","4.58",
"Latvia","LVA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.93","14.9","14.45","13.79","14.21","13.82","13.83","12.06","11.71","10.03","7.03","6.05","7.74","17.51","19.48","16.21","15.05","11.87","10.85","9.87","9.64","8.72","7.41","6.31","8.1","7.51","6.81",
"Macao SAR, China","MAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01","2.2","2.06","2.48","3.58","4.25","3.26","4.61","6.35","6.87","6.39","6.27","6","4.9","4.16","3.82","3.27","3","3.58","2.84","2.56","1.97","1.82","1.67","1.81","1.94","1.99","1.83","1.75","2.57","","",
"St. Martin (French part)","MAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","13.9","16.3","15.8","16.98","15.68","15.69","","22.86","17.76","16.67","19.12","13.94","13.58","12.46","11.59","11.92","10.83","11.01","9.67","9.56","9.57","8.96","9.09","8.91","8.99","9.23","9.7","9.46","9.3","","","","","12.28","",
"Monaco","MCO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","","","","","","","","","","6.33","","","","","","",
"Moldova","MDA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.14","8.54","7.37","6.84","6.38","6.37","5.63","4.26","2.75","2.1","3.02","2.97","2.68","2.19","1.89","1.45","1.78","1.59","1.62","1.24","1.5","1.21","0.79","0.91",
"Madagascar","MDG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.35","","5.01","","2.62","","","","","4.28","","0.6","","","1.79","","","","","","","",
"Maldives","MDV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.79","","","","","1.97","","","","","","","","","11.7","","","","","3.85","","5.77","","","4.56","","","",
"Middle East & North Africa","MEA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4256159905708","","","","","","","","","","","12.7412005760984","","11.2116020767226","11.3322286657838","10.576681686296","9.84955328373049","9.53789537334227","9.74986195660379","10.1595912164442","","10.8084916123625","10.5077233169254","10.554462269779","10.5511167213796","10.092362927829","10.7551828059623","","","","9.04072773241271","",
"Mexico","MEX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.76","","","3.15","3.24","3.37","4.44","7.1","5.47","4.24","3.73","2.6","2.65","2.63","3","3.46","3.94","3.56","3.57","3.63","3.87","5.36","5.3","5.17","4.89","4.91","4.81","4.31","3.85","3.42","3.27","3.48","4.44","4.09","3.26",
"Marshall Islands","MHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","9.73","","","","","","","","12.47","","","","","","","","","","","","","","","","","25.37","","","","","","4.74","","","","","","","","6.34","","9.82","",
"Middle income","MIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8881628233665","","","","","","4.96935740964398","","","","","6.64312072935277","","","","5.65430593684503","4.65200235095507","5.17982183124826","4.77118208893669","4.97659959640471","5.04800563464752","","","5.53090205310798","6.16101381236653","6.15835598284793","6.76942572067891","6.38973553760867","",
"North Macedonia","MKD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","22","20.9","21.1","21.6","21.7","21.5","21.4","22.6","23.6","24.5","26.3","27.7","30","35.6","38.8","36","34.5","32.4","32.2","30.52","31.94","36.69","37.16","37.32","36.39","35.23","33.93","32.35","33.13","31.5","31.2","29.14","28.38","26.43","24.3","22.81","21.2","17.39","16.55","15.78","14.43",
"Mali","MLI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","8.75","","","11.71","","","8.07","6.9","","6.35","6.38","7.73","1.37","7.41","1.62","","3.53","","",
"Malta","MLT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","8.5","","8.1","6.8","4.4","4","3.7","3.9","3.6","4","4.5","4.1","3.7","4.4","5","5.1","5.3","6.32","7.11","6.9","7.49","7.32","6.92","6.8","6.47","5.98","6.89","6.85","6.38","6.2","6.11","5.72","5.38","4.69","4","3.66","3.62","4.35","3.39","2.92",
"Myanmar","MMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","0.77","","1.36","0.77","0.41","1.48","","",
"Middle East & North Africa (excluding high income)","MNA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4108014841161","","","","","","","","","","","13.7116960124037","","11.9324363651671","12.3361385666867","11.2416338714475","10.4949288475496","10.4464638351525","10.5431295658015","11.1117945488094","11.7688891586599","11.8757214905599","11.6144514139514","11.6728493381401","11.9887451708077","12.0230104158682","12.6675573728292","","","","10.5483904306655","",
"Montenegro","MNE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.31","","19.4","17.15","19.09","19.65","19.76","19.81","19.59","18.05","17.55","17.73","16.08","15.19","15.13","17.88","16.54","",
"Mongolia","MNG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","","6.2","6.77","","","7.19","7.2","5.56","5.86","6.55","4.77","3.9","4.23","4.8","4.86","7.24","6.36","5.38","9.27","6.59","7.75","6.21",
"Northern Mariana Islands","MNP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.75","9.91","","","","","","","","","","","","","","","3.83","","","4.57","","8.22","","","","","11.17","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","","","","","","","","","","","","","","","","","","3.43","","","","","","","",
"Mauritania","MRT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","14.14","","","","","","","","","","","25.8","","","","","","","","","","","","","","","","","","","","","","","","9.86","","","","","10.34","","10.42","","","",
"Mauritius","MUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.59","","","","","","9.14","8.2","5.9","8.34","9.52","9.04","8.48","7.17","7.26","7.65","7.45","7.47","7.32","7.47","7.41","6.81","6.75","6.43","6.33","8.63","7.72","",
"Malawi","MWI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","","","","","","","","","","","","","","","","","","0.94","","","","","","1.74","","4.98","","","","3.54","","","0.91","","",
"Malaysia","MYS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","3.4","3.8","5.84","6.92","8.29","7.33","7.26","5.73","4.5","","3.71","4.11","","3.15","2.52","2.45","3.2","3.43","3","3.53","3.48","3.61","3.54","3.53","","3.23","3.32","3.66","3.39","3.05","3.1","3.16","2.88","3.1","3.44","3.41","3.3","3.26","4.54","","",
"North America","NAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.86250923781658","7.16418948696099","7.87676046877018","7.3542588188891","6.55099918929586","6.03425869830149","5.86551568111373","5.40766010013697","4.88616091663988","4.55656656304528","4.27506877154557","4.98214773125582","5.97420278593833","6.15586983202168","5.7048553496967","5.25623546100158","4.81482039427491","4.78280297495381","5.8330461819156","9.16574924128938","9.47389013496463","8.80796319602183","7.99611168518912","7.34482154920407","6.26294385054269","5.46234147600233","5.10657803290308","4.5864876653214","4.11258999108209","3.89321024039382","8.22708848327461","5.59415568534331","3.83256587283258",
"Namibia","NAM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.14","","","19.4","","","24.45","","","20.3","","","","22.09","","","","","","22.12","","16.77","19.03","18.52","","23.35","","19.88","","","","",
"New Caledonia","NCL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.64","","","","","","","","16.31","","","","","13.97","","","","","14.59","","","11.68","11.7","10.88","13.56","","",
"Niger","NER","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.47","","","","3.1","","","","","","0.32","2.18","","0.52","","","7.77","","","","","",
"Nigeria","NGA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94","","","","","","","","","","","","","","","","","","","","","","","","","3.77","","3.71","4.56","4.31","7.06","8.39","","10.7","","","",
"Nicaragua","NIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","4.7","5.8","6","8.66","","","","","","","","","","","","4.12","","7.6","6.41","5.37","5.31","4.89","6.2","8.16","7.83","","5.21","5.28","4.52","4.7","3.9","3.3","5.2","","","","",
"Netherlands","NLD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","6","","5.88","","6.16","","7.92","","11.85","","10.48","","9.9","9.37","8.7","7.67","7.28","5.56","6.29","7.16","7.16","6.42","5.51","4.39","3.62","2.73","2.12","2.55","3.59","4.65","5.87","5","4.15","3.65","4.35","4.99","4.98","5.82","7.24","7.42","6.87","6.01","4.84","3.83","3.38","3.82","4.21","3.52",
"Norway","NOR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","1.67","1.55","1.48","2.29","1.76","1.46","1.8","1.99","1.65","2.03","1.7","2.04","2.9","2.32","1.79","2.03","3.02","4.83","5.23","5.47","5.92","5.94","5.42","6.31","5.04","4.69","3.74","3.25","3.46","3.74","4.02","4.22","4.26","4.38","3.4","2.49","2.55","3.1","3.52","3.21","3.12","3.42","3.48","4.3","4.68","4.16","3.8","3.69","4.42","4.37","3.23",
"Nepal","NPL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","1.85","","","","","","","","","1.33","","","","","","","3.1","","10.66","","","","","",
"Nauru","NRU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.76","","","","","","","","","22.96","","13.28","","","","","","","","5.06","",
"New Zealand","NZL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.19","4.21","5.77","7.31","7.98","10.61","10.67","9.8","8.35","6.46","6.29","6.86","7.72","7.02","6.13","5.43","5.28","4.75","4.01","3.81","3.86","3.66","4.17","6.12","6.56","6.49","6.93","5.84","5.43","5.42","5.15","4.74","4.34","4.11","4.6","3.78","3.3",
"OECD members","OED","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.96923844494483","6.54409723142592","7.01640244275875","7.65355321251505","7.76546870823847","7.55791276512184","7.53144375335011","7.24813086802564","7.22195002405815","7.17126128771105","6.76755441149909","6.62747852333498","7.13787636673108","7.26371007516915","7.18143767322047","6.82340747593678","6.11548229328194","5.82288040208521","6.14590469201255","8.29670825054381","8.44967161149699","8.05917103011227","8.04042881376091","7.92931134202557","7.40295357430361","6.85432544429298","6.43909954574238","5.9110957721068","5.47360123799852","5.39724749039345","7.28160120210409","6.27565112268522","5.05658003263096",
"Oman","OMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.14","","","","","","","","3.27","","1.8","","2.94","1.9","",
"Other small states","OSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","2.09","2.15","2","1.67","1.7","1.9","1.9","4.18","4.12","4.01","3.82","3.82","4.3","4.16","3.97","3.97","3.05","2.16","2.03","1.97","5.85","5.18","4.28","4.26","5.03","4.79","5.81","5.7","5.35","7.16","6.88","7.83","7.49","7.4","7.05","0.58","0.4","0.42","0.54","0.65","0.8","3.67","2.95","1.83","3.57","2.29","","4.08","4.83","","6.34","",
"Panama","PAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","7.1","7.6","6.79","6.99","5.8","6.41","6.67","8.73","8.06","8.78","","","8.41","9.71","10.08","12.34","10.53","11.84","16.33","16.31","11.6","16.12","14.67","13.26","14","14.01","14.32","13.37","14.02","11.75","13.53","14.71","14.11","13.62","12.44","10.33","9.11","6.78","4.87","6.56","5.83","3.92","3.71","3.73","4.44","4.4","4.84","5.46","5.31","6.41","18.55","10.29","8.28",
"Peru","PER","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","5.9","4.84","4.57","4.4","4.23","4","4.92","5.2","5.82","6.5","7.12","6.97","6.77","6.98","9.2","10.5","11.79","5.32","3.63","","7.92","8.6","5.8","9.4","9.87","","","7.07","7.69","7.75","7.99","7.8","7.88","4.84","4.15","4.71","4.87","4.17","4.08","4.03","3.96","3.6","3.48","3.24","3.57","3.21","3.27","3.74","3.69","3.49","3.38","7.18","5.1","3.85",
"Philippines","PHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","6.7","","5.28","5.36","4.77","3.21","3.83","4.8","4.47","4","3.5","4.75","5.36","5.5","4.89","7.03","6.07","6.43","9.1","8.34","8.42","8.13","10.6","9.87","9.29","9.48","9.53","8.56","8.78","10.25","9.81","11.19","3.7","","3.53","3.55","3.8","4.05","3.43","3.72","3.86","3.61","3.59","3.5","3.5","3.6","3.07","2.7","2.55","2.34","2.24","2.52","3.4","",
"Palau","PLW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.76","","","","","7.03","","","","","3.3","","","","","4.18","","","","","","","","","1.36","","","","","","0.77","","",
"Papua New Guinea","PNG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","","","","","","","","","","2.92","","","","","","","","","","2","2.62","","","","","","","","","","","",
"Poland","POL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.01","14.44","13.34","12.34","10.96","9.94","12.29","16.31","18.37","19.89","19.37","19.07","17.75","13.84","9.6","7.12","8.17","9.64","9.63","10.09","10.33","8.99","7.5","6.16","4.89","3.85","3.28","3.16","3.36","2.89",
"Pre-demographic dividend","PRE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","11.52","11.83","11.61","13.13","","19.65","19.04","16.73","14.53","17.1","17.83","19.91","22.24","20","20.67","19.53","17.01","15.01","14.6","14.52","16.18","16.93","16.91","14.6","13.93","13.64","13.8","13.46","11.81","10.08","11.4","11.94","11.78","10.31","11.35","11.01","10.93","11.48","15","16.1","15.7","14.5","14.3","13.9","12","11.8","10.8","9.2","8.3","","7.9","6",
"Korea, Dem. People's Rep.","PRK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","1.77","4.5","6.4","","7.89","7.94","","","","7.3","","8.18","8.7","7.38","6.01","5.13","4.64","3.92","3.98","5.3","6.71","7.06","7.3","6.57","4.64","4.58","3.81","3.83","4.5","6.13","6.32","7.58","7.65","7.97","7.55","9.43","10.77","12.68","15.53","16.19","13.9","12.45","11.07","8.87","6.99","6.46","6.8","6.58","6.01",
"Paraguay","PRY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","5.69","4.11","","5.61","8.25","7.33","5.13","6.1","5.51","4.72","5.62","5.8","5.1","4.98","5.06","4.41","3.4","8.15","5.36","4.42","5.34","7.61","6.21","9.39","6.81","6.51","4.82","5.28","4.71","4.42","5.46","4.57","4.67","4.09","4.38","5.03","4.56","5.25","6.14","6.22","6.59","7.55","7.31","6.75",
"West Bank and Gaza","PSE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.63","21.49","27.46","23","23.21","20.02","19.01","18.28","22.91","20.45","21.42","17.6","19.2","19.89","20.53","23","23.94","25.68","26.26","25.34","25.89","26.39","24.42",
"Pacific island small states","PSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78505407927486","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.74508219753692","6.53422225332005","7.08552456810343","7.5986045988784","7.59629463191601","7.18646796254471","7.32066982024207","7.1839118530951","7.24034700929201","6.96453598369609","6.38413385014695","6.26008518002875","6.63256228516732","6.72075790199128","6.5202398921319","6.24030318334675","5.89934595698423","5.48775896056041","5.8292576268515","8.03978887364845","8.33705494369109","7.97478326643916","8.0317918173213","7.91503980564354","7.39283166867681","6.82494328319195","6.40559378152028","5.83867058662064","5.3007509661587","4.97595716977319","6.90519452979443","5.90480617176522","4.59798572958476",
"French Polynesia","PYF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","","","","","","","","","","","","","","11.71","","","","","11.74","","","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48","","0.87","0.52","0.31","0.31","0.45","0.56","0.48","0.28","0.2","0.17","0.15","0.14","0.11","0.1","0.14","0.14","0.13",
"Romania","ROU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.26","","8.17","8.01","6.74","5.52","5.63","6.24","6.97","6.56","8.11","6.95","7.72","7.17","7.27","6.41","5.79","6.86","6.96","7.18","6.79","7.1","6.8","6.81","5.9","4.93","4.19","3.91","5.03","5.59","5.61",
"Russian Federation","RUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18","5.88","8.13","9.45","9.67","11.81","13.26","13.04","10.58","8.98","7.88","8.21","7.76","7.12","7.06","6","6.21","8.3","7.37","6.54","5.44","5.46","5.16","5.57","5.56","5.21","4.85","4.5","5.59","4.72","3.87",
"Rwanda","RWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0.3","","","","","0.56","","","","","","0.89","","","","","","","","","","","","1.17","","","11.88","10.76","11.24","11.83","15.79","15.08",
"South Asia","SAS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.70387296903243","","","","","","3.25829736700433","","","","","8.08038322956318","","","","","2.9172920094072","","3.25964937843763","","","","","","7.14675841420329","6.27185994679586","7.8842506024032","6.37374836367162","",
"Saudi Arabia","SAU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","","","","","","","4.35","4.57","4.62","5.26","5.56","5.82","6.05","6.25","5.73","5.09","5.38","5.55","","5.62","5.6","5.88","5.6","5.6","5.89","6.03","5.64","7.66","6.62","5.59",
"Sudan","SDN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","19.4","","","","","13.2","","12.1","13.11","","","","","","","","","","","","","","","","","","","","","","14.8","13","","17.44","","","","","","","","","","","",
"Senegal","SEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65","","","","10.03","","","","","10.36","","","","6.76","4.46","4.08","3.57","2.86","","","",
"Singapore","SGP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","6.06","4.8","4.7","4.51","3.97","4.55","4.48","3.93","2.26","2.12","1.8","1.65","1.5","1.69","2.69","4.27","6.84","5","3.55","2.35","","2.18","3.09","3.07","3.03","3.3","3.57","2.5","3.41","4.85","3.7","3.76","5.65","5.93","5.84","5.59","4.48","3.9","3.96","5.86","4.12","3.89","3.72","3.86","3.74","3.79","4.08","4.2","","3.1","4.1","4.64","3.59",
"Solomon Islands","SLB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02","","","","0.69","","","","","","","","","",
"Sierra Leone","SLE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88","3.42","","","","","","","","","","4.68","","","","3.19","","","","",
"El Salvador","SLV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","3.73","6.79","13.34","","","","","16.95","8.63","","9.37","8.35","9.96","7.53","7.88","9.94","7.68","7.65","7.68","7.98","7.1","7.3","6.96","6.96","6.2","6.9","6.8","7.22","6.57","6.41","5.88","7.33","4.89","4.3","3.84","3.69","4.15","4","4.42","4.39","4.01","4.17","5.01","4.33","3",
"San Marino","SMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","4.8","5.8","","","","7.2","6.9","6.9","6.2","6","5.3","5.5","4.3","4.2","5.1","3.9","3.9","5.1","4.4","4.1","3","2.8","","","","","2.11","1.63","","","4.02","4.37","5.06","5.19","6.08","6.61","7.38","6.45","7.89","7.83","7.54","7.23","6.34","",
"Somalia","SOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.83","","","",
